Time,Sales,Transcations
2022-01-27T14:15:00.0000000Z,882.4300000000001,7
2022-01-27T14:30:00.0000000Z,546.1,6
2022-01-27T14:45:00.0000000Z,851.6800000000001,7
2022-01-27T15:00:00.0000000Z,482.78000000000003,5
2022-01-27T15:15:00.0000000Z,808.86,5
2022-01-27T15:30:00.0000000Z,366.74,5
2022-01-27T15:45:00.0000000Z,541.37,5
2022-01-27T16:00:00.0000000Z,247.62,5
2022-01-27T16:15:00.0000000Z,752.54,5
2022-01-27T16:30:00.0000000Z,691.79,4
2022-01-27T16:45:00.0000000Z,613.26,5
2022-01-27T17:00:00.0000000Z,576.8,7
2022-01-27T17:15:00.0000000Z,726.02,7
2022-01-27T17:30:00.0000000Z,445.16999999999996,6
2022-01-27T17:45:00.0000000Z,511.46,7
2022-01-27T18:00:00.0000000Z,985.42,8
2022-01-27T18:15:00.0000000Z,945.75,8
2022-01-27T18:30:00.0000000Z,1140.54,9
2022-01-27T18:45:00.0000000Z,935.99,8
2022-01-27T19:00:00.0000000Z,1018.93,10
2022-01-27T19:15:00.0000000Z,1001.6600000000001,10
2022-01-27T19:30:00.0000000Z,604.84,9
2022-01-27T19:45:00.0000000Z,935.9,10
2022-01-27T20:00:00.0000000Z,73.41,1
2022-01-28T08:00:00.0000000Z,190.47,1
2022-01-28T08:15:00.0000000Z,196.09,2
2022-01-28T08:30:00.0000000Z,201.38,2
2022-01-28T08:45:00.0000000Z,114.98,2
2022-01-28T09:00:00.0000000Z,244.41000000000003,3
2022-01-28T09:15:00.0000000Z,562.01,3
2022-01-28T09:30:00.0000000Z,561.22,4
2022-01-28T09:45:00.0000000Z,286.8,3
2022-01-28T10:00:00.0000000Z,307.15,4
2022-01-28T10:15:00.0000000Z,445.96,4
2022-01-28T10:30:00.0000000Z,303.81,3
2022-01-28T10:45:00.0000000Z,374.71,4
2022-01-28T11:00:00.0000000Z,437.13,5
2022-01-28T11:15:00.0000000Z,610.88,6
2022-01-28T11:30:00.0000000Z,434.7,5
2022-01-28T11:45:00.0000000Z,547.3,5
2022-01-28T12:00:00.0000000Z,463.48,7
2022-01-28T12:15:00.0000000Z,475.09000000000003,8
2022-01-28T12:30:00.0000000Z,649.49,7
2022-01-28T12:45:00.0000000Z,664.82,7
2022-01-28T13:00:00.0000000Z,951.85,9
2022-01-28T13:15:00.0000000Z,565.01,9
2022-01-28T13:30:00.0000000Z,885.37,9
2022-01-28T13:45:00.0000000Z,1047.29,9
2022-01-28T14:00:00.0000000Z,800.73,7
2022-01-28T14:15:00.0000000Z,863.26,7
2022-01-28T14:30:00.0000000Z,474.83,7
2022-01-28T14:45:00.0000000Z,763.24,8
2022-01-28T15:00:00.0000000Z,518.3,5
2022-01-28T15:15:00.0000000Z,513.13,6
2022-01-28T15:30:00.0000000Z,486.68,5
2022-01-28T15:45:00.0000000Z,350.63,5
2022-01-28T16:00:00.0000000Z,497.07,6
2022-01-28T16:15:00.0000000Z,539.65,5
2022-01-28T16:30:00.0000000Z,684.27,6
2022-01-28T16:45:00.0000000Z,569.6800000000001,5
2022-01-28T17:00:00.0000000Z,805.63,7
2022-01-28T17:15:00.0000000Z,596.23,7
2022-01-28T17:30:00.0000000Z,786.98,8
2022-01-28T17:45:00.0000000Z,896.03,7
2022-01-28T18:00:00.0000000Z,985.1,9
2022-01-28T18:15:00.0000000Z,792.88,8
2022-01-28T18:30:00.0000000Z,1102.7,10
2022-01-28T18:45:00.0000000Z,856.2,9
2022-01-28T19:00:00.0000000Z,783.32,10
2022-01-28T19:15:00.0000000Z,1047.12,11
2022-01-28T19:30:00.0000000Z,1273.93,11
2022-01-28T19:45:00.0000000Z,1107.27,11
2022-01-28T20:00:00.0000000Z,75.86,1
2022-01-29T08:00:00.0000000Z,87.33,1
2022-01-29T10:00:00.0000000Z,392.48,3
2022-01-29T10:15:00.0000000Z,553.54,4
2022-01-29T10:30:00.0000000Z,318.59999999999997,4
2022-01-29T10:45:00.0000000Z,436.68,4
2022-01-29T11:00:00.0000000Z,685.31,6
2022-01-29T11:15:00.0000000Z,401.93,6
2022-01-29T11:30:00.0000000Z,542.84,6
2022-01-29T11:45:00.0000000Z,547.44,5
2022-01-29T12:00:00.0000000Z,775.5,8
2022-01-29T12:15:00.0000000Z,1032.19,8
2022-01-29T12:30:00.0000000Z,925.9200000000001,8
2022-01-29T12:45:00.0000000Z,893.31,8
2022-01-29T13:00:00.0000000Z,640.16,9
2022-01-29T13:15:00.0000000Z,1288.8,10
2022-01-29T13:30:00.0000000Z,687.89,10
2022-01-29T13:45:00.0000000Z,955.04,10
2022-01-29T14:00:00.0000000Z,889.39,8
2022-01-29T14:15:00.0000000Z,716.8199999999999,7
2022-01-29T14:30:00.0000000Z,737.08,8
2022-01-29T14:45:00.0000000Z,615.39,8
2022-01-29T15:00:00.0000000Z,698.31,6
2022-01-29T15:15:00.0000000Z,576.1,6
2022-01-29T15:30:00.0000000Z,895.3800000000001,6
2022-01-29T15:45:00.0000000Z,441.98,5
2022-01-29T16:00:00.0000000Z,684.47,6
2022-01-29T16:15:00.0000000Z,587.53,6
2022-01-29T16:30:00.0000000Z,817.05,6
2022-01-29T16:45:00.0000000Z,546.35,6
2022-01-29T17:00:00.0000000Z,757.95,8
2022-01-29T17:15:00.0000000Z,542.65,7
2022-01-29T17:30:00.0000000Z,969.97,8
2022-01-29T17:45:00.0000000Z,807.63,8
2022-01-29T18:00:00.0000000Z,674.27,10
2022-01-29T18:15:00.0000000Z,983.94,9
2022-01-29T18:30:00.0000000Z,674.5,10
2022-01-29T18:45:00.0000000Z,1056.59,10
2022-01-29T19:00:00.0000000Z,1282.6100000000001,11
2022-01-29T19:15:00.0000000Z,1181.34,12
2022-01-29T19:30:00.0000000Z,1068.53,12
2022-01-29T19:45:00.0000000Z,1182.13,12
2022-01-29T20:00:00.0000000Z,1027.24,11
2022-01-29T20:15:00.0000000Z,1037.55,12
2022-01-29T20:30:00.0000000Z,743.63,12
2022-01-29T20:45:00.0000000Z,1032.31,11
2022-01-29T21:00:00.0000000Z,587.53,8
2022-01-29T21:15:00.0000000Z,751.73,8
2022-01-29T21:30:00.0000000Z,867.38,8
2022-01-29T21:45:00.0000000Z,860.47,8
2022-01-29T22:00:00.0000000Z,297.81,4
2022-01-29T22:15:00.0000000Z,279.85,4
2022-01-29T22:30:00.0000000Z,297.18,4
2022-01-29T22:45:00.0000000Z,346.35,4
2022-01-29T23:00:00.0000000Z,346.28999999999996,4
2022-01-29T23:15:00.0000000Z,365.76,4
2022-01-29T23:30:00.0000000Z,378.21000000000004,3
2022-01-29T23:45:00.0000000Z,511.46999999999997,4
2022-01-30T00:00:00.0000000Z,5.61,1
2022-01-30T10:00:00.0000000Z,291.26,2
2022-01-30T10:15:00.0000000Z,400.34000000000003,3
2022-01-30T10:30:00.0000000Z,211.82999999999998,3
2022-01-30T10:45:00.0000000Z,271.9,3
2022-01-30T11:00:00.0000000Z,323.51,5
2022-01-30T11:15:00.0000000Z,338.65000000000003,4
2022-01-30T11:30:00.0000000Z,499.44,5
2022-01-30T11:45:00.0000000Z,607.96,5
2022-01-30T12:00:00.0000000Z,587.59,5
2022-01-30T12:15:00.0000000Z,625.22,6
2022-01-30T12:30:00.0000000Z,644.4,6
2022-01-30T12:45:00.0000000Z,566.36,6
2022-01-30T13:00:00.0000000Z,897.06,8
2022-01-30T13:15:00.0000000Z,893.73,7
2022-01-30T13:30:00.0000000Z,637.93,8
2022-01-30T13:45:00.0000000Z,569.9,7
2022-01-30T14:00:00.0000000Z,601.27,6
2022-01-30T14:15:00.0000000Z,560.76,6
2022-01-30T14:30:00.0000000Z,407.09,6
2022-01-30T14:45:00.0000000Z,643.45,6
2022-01-30T15:00:00.0000000Z,683.63,5
2022-01-30T15:15:00.0000000Z,292.78,4
2022-01-30T15:30:00.0000000Z,402.34000000000003,5
2022-01-30T15:45:00.0000000Z,453.67999999999995,4
2022-01-30T16:00:00.0000000Z,625.57,5
2022-01-30T16:15:00.0000000Z,606.3299999999999,4
2022-01-30T16:30:00.0000000Z,641.4,5
2022-01-30T16:45:00.0000000Z,168.98000000000002,4
2022-01-30T17:00:00.0000000Z,637.02,6
2022-01-30T17:15:00.0000000Z,548.3100000000001,6
2022-01-30T17:30:00.0000000Z,649.26,6
2022-01-30T17:45:00.0000000Z,614.8399999999999,6
2022-01-30T18:00:00.0000000Z,776.06,8
2022-01-30T18:15:00.0000000Z,642.27,7
2022-01-30T18:30:00.0000000Z,728.26,8
2022-01-30T18:45:00.0000000Z,1005.2,7
2022-01-30T19:00:00.0000000Z,1148.17,9
2022-01-30T19:15:00.0000000Z,906.6600000000001,9
2022-01-30T19:30:00.0000000Z,909.0,9
2022-01-30T19:45:00.0000000Z,799.34,9
2022-01-30T20:00:00.0000000Z,1080.7,9
2022-01-30T20:15:00.0000000Z,703.01,9
2022-01-30T20:30:00.0000000Z,1000.1300000000001,9
2022-01-30T20:45:00.0000000Z,799.06,9
2022-01-30T21:00:00.0000000Z,749.13,6
2022-01-30T21:15:00.0000000Z,630.13,6
2022-01-30T21:30:00.0000000Z,614.86,6
2022-01-30T21:45:00.0000000Z,624.26,6
2022-01-30T22:00:00.0000000Z,259.75,3
2022-01-30T22:15:00.0000000Z,444.05,3
2022-01-30T22:30:00.0000000Z,187.76,3
2022-01-30T22:45:00.0000000Z,226.16,3
2022-01-30T23:00:00.0000000Z,161.86,1
2022-01-31T10:00:00.0000000Z,178.28,2
2022-01-31T10:15:00.0000000Z,349.39,3
2022-01-31T10:30:00.0000000Z,325.23,2
2022-01-31T10:45:00.0000000Z,165.11,2
2022-01-31T11:00:00.0000000Z,420.97,4
2022-01-31T11:15:00.0000000Z,345.46,3
2022-01-31T11:30:00.0000000Z,199.28,4
2022-01-31T11:45:00.0000000Z,365.11,4
2022-01-31T12:00:00.0000000Z,486.86,4
2022-01-31T12:15:00.0000000Z,529.48,5
2022-01-31T12:30:00.0000000Z,335.74,5
2022-01-31T12:45:00.0000000Z,343.06,4
2022-01-31T13:00:00.0000000Z,404.87,6
2022-01-31T13:15:00.0000000Z,696.83,6
2022-01-31T13:30:00.0000000Z,545.68,6
2022-01-31T13:45:00.0000000Z,464.71,6
2022-01-31T14:00:00.0000000Z,574.76,5
2022-01-31T14:15:00.0000000Z,667.28,5
2022-01-31T14:30:00.0000000Z,779.22,5
2022-01-31T14:45:00.0000000Z,397.93,4
2022-01-31T15:00:00.0000000Z,437.54,4
2022-01-31T15:15:00.0000000Z,181.56,4
2022-01-31T15:30:00.0000000Z,225.38,3
2022-01-31T15:45:00.0000000Z,393.31,4
2022-01-31T16:00:00.0000000Z,368.38,4
2022-01-31T16:15:00.0000000Z,294.08000000000004,3
2022-01-31T16:30:00.0000000Z,532.63,4
2022-01-31T16:45:00.0000000Z,299.94,3
2022-01-31T17:00:00.0000000Z,660.47,5
2022-01-31T17:15:00.0000000Z,646.26,5
2022-01-31T17:30:00.0000000Z,319.07,5
2022-01-31T17:45:00.0000000Z,496.51,4
2022-01-31T18:00:00.0000000Z,496.37,6
2022-01-31T18:15:00.0000000Z,620.98,6
2022-01-31T18:30:00.0000000Z,696.69,6
2022-01-31T18:45:00.0000000Z,817.95,6
2022-01-31T19:00:00.0000000Z,664.18,8
2022-01-31T19:15:00.0000000Z,837.42,7
2022-01-31T19:30:00.0000000Z,945.27,7
2022-01-31T19:45:00.0000000Z,708.75,7
2022-01-31T20:00:00.0000000Z,89.93,1
2022-02-01T08:15:00.0000000Z,339.33,2
2022-02-01T08:30:00.0000000Z,303.87,2
2022-02-01T08:45:00.0000000Z,154.61,1
2022-02-01T09:00:00.0000000Z,398.51,3
2022-02-01T09:15:00.0000000Z,451.84999999999997,3
2022-02-01T09:30:00.0000000Z,253.18,3
2022-02-01T09:45:00.0000000Z,312.35,3
2022-02-01T10:00:00.0000000Z,328.26,3
2022-02-01T10:15:00.0000000Z,160.01,2
2022-02-01T10:30:00.0000000Z,397.67,3
2022-02-01T10:45:00.0000000Z,257.13,3
2022-02-01T11:00:00.0000000Z,273.90999999999997,5
2022-02-01T11:15:00.0000000Z,693.42,4
2022-02-01T11:30:00.0000000Z,445.88,5
2022-02-01T11:45:00.0000000Z,388.59000000000003,4
2022-02-01T12:00:00.0000000Z,456.58000000000004,6
2022-02-01T12:15:00.0000000Z,750.51,6
2022-02-01T12:30:00.0000000Z,462.98,6
2022-02-01T12:45:00.0000000Z,503.34,6
2022-02-01T13:00:00.0000000Z,716.63,8
2022-02-01T13:15:00.0000000Z,767.64,7
2022-02-01T13:30:00.0000000Z,924.31,8
2022-02-01T13:45:00.0000000Z,950.1,7
2022-02-01T14:00:00.0000000Z,608.69,6
2022-02-01T14:15:00.0000000Z,385.19,6
2022-02-01T14:30:00.0000000Z,655.92,6
2022-02-01T14:45:00.0000000Z,434.28999999999996,6
2022-02-01T15:00:00.0000000Z,801.03,5
2022-02-01T15:15:00.0000000Z,183.98,4
2022-02-01T15:30:00.0000000Z,334.13,5
2022-02-01T15:45:00.0000000Z,495.68,4
2022-02-01T16:00:00.0000000Z,589.43,5
2022-02-01T16:15:00.0000000Z,281.25,4
2022-02-01T16:30:00.0000000Z,293.84000000000003,5
2022-02-01T16:45:00.0000000Z,742.76,4
2022-02-01T17:00:00.0000000Z,704.33,6
2022-02-01T17:15:00.0000000Z,742.11,6
2022-02-01T17:30:00.0000000Z,600.48,6
2022-02-01T17:45:00.0000000Z,548.08,6
2022-02-01T18:00:00.0000000Z,697.72,8
2022-02-01T18:15:00.0000000Z,1034.53,7
2022-02-01T18:30:00.0000000Z,1033.57,8
2022-02-01T18:45:00.0000000Z,554.08,7
2022-02-01T19:00:00.0000000Z,1130.18,9
2022-02-01T19:15:00.0000000Z,1295.1,9
2022-02-01T19:30:00.0000000Z,1026.36,9
2022-02-01T19:45:00.0000000Z,753.16,9
2022-02-01T20:00:00.0000000Z,12.61,1
2022-02-02T08:00:00.0000000Z,144.48,1
2022-02-02T08:15:00.0000000Z,145.21,1
2022-02-02T08:30:00.0000000Z,299.26,2
2022-02-02T08:45:00.0000000Z,169.29,1
2022-02-02T09:00:00.0000000Z,206.13,2
2022-02-02T09:15:00.0000000Z,229.89000000000001,3
2022-02-02T09:30:00.0000000Z,174.57,3
2022-02-02T09:45:00.0000000Z,218.72000000000003,2
2022-02-02T10:00:00.0000000Z,522.46,3
2022-02-02T10:15:00.0000000Z,275.83000000000004,3
2022-02-02T10:30:00.0000000Z,352.36,3
2022-02-02T10:45:00.0000000Z,334.3,2
2022-02-02T11:00:00.0000000Z,233.17000000000002,4
2022-02-02T11:15:00.0000000Z,411.62,4
2022-02-02T11:30:00.0000000Z,329.45,4
2022-02-02T11:45:00.0000000Z,199.05,4
2022-02-02T12:00:00.0000000Z,505.51,6
2022-02-02T12:15:00.0000000Z,508.86,5
2022-02-02T12:30:00.0000000Z,667.02,5
2022-02-02T12:45:00.0000000Z,404.49,5
2022-02-02T13:00:00.0000000Z,656.52,7
2022-02-02T13:15:00.0000000Z,726.94,7
2022-02-02T13:30:00.0000000Z,934.54,7
2022-02-02T13:45:00.0000000Z,406.31,6
2022-02-02T14:00:00.0000000Z,682.82,6
2022-02-02T14:15:00.0000000Z,517.65,5
2022-02-02T14:30:00.0000000Z,718.04,6
2022-02-02T14:45:00.0000000Z,414.02,5
2022-02-02T15:00:00.0000000Z,229.03,4
2022-02-02T15:15:00.0000000Z,231.47,4
2022-02-02T15:30:00.0000000Z,289.75,4
2022-02-02T15:45:00.0000000Z,412.83000000000004,4
2022-02-02T16:00:00.0000000Z,209.79,4
2022-02-02T16:15:00.0000000Z,502.75,4
2022-02-02T16:30:00.0000000Z,131.95,4
2022-02-02T16:45:00.0000000Z,688.8399999999999,4
2022-02-02T17:00:00.0000000Z,421.36999999999995,5
2022-02-02T17:15:00.0000000Z,664.98,6
2022-02-02T17:30:00.0000000Z,491.61,5
2022-02-02T17:45:00.0000000Z,723.25,6
2022-02-02T18:00:00.0000000Z,545.6899999999999,6
2022-02-02T18:15:00.0000000Z,661.0899999999999,7
2022-02-02T18:30:00.0000000Z,490.31,6
2022-02-02T18:45:00.0000000Z,786.71,7
2022-02-02T19:00:00.0000000Z,821.21,8
2022-02-02T19:15:00.0000000Z,725.75,8
2022-02-02T19:30:00.0000000Z,675.37,9
2022-02-02T19:45:00.0000000Z,1053.03,8
2022-02-02T20:00:00.0000000Z,8.74,1
2022-02-03T08:00:00.0000000Z,180.66,1
2022-02-03T08:15:00.0000000Z,240.5,2
2022-02-03T08:30:00.0000000Z,108.55,1
2022-02-03T08:45:00.0000000Z,214.86,2
2022-02-03T09:00:00.0000000Z,148.76,2
2022-02-03T09:15:00.0000000Z,365.9,4
2022-02-03T09:30:00.0000000Z,274.65,3
2022-02-03T09:45:00.0000000Z,216.38,3
2022-02-03T10:00:00.0000000Z,300.72,3
2022-02-03T10:15:00.0000000Z,388.01,4
2022-02-03T10:30:00.0000000Z,204.29,3
2022-02-03T10:45:00.0000000Z,131.65,3
2022-02-03T11:00:00.0000000Z,363.9,5
2022-02-03T11:15:00.0000000Z,414.74,5
2022-02-03T11:30:00.0000000Z,426.22,5
2022-02-03T11:45:00.0000000Z,815.12,5
2022-02-03T12:00:00.0000000Z,842.98,7
2022-02-03T12:15:00.0000000Z,728.08,6
2022-02-03T12:30:00.0000000Z,543.98,7
2022-02-03T12:45:00.0000000Z,761.35,7
2022-02-03T13:00:00.0000000Z,759.71,8
2022-02-03T13:15:00.0000000Z,847.4399999999999,8
2022-02-03T13:30:00.0000000Z,595.65,8
2022-02-03T13:45:00.0000000Z,755.9,8
2022-02-03T14:00:00.0000000Z,628.28,7
2022-02-03T14:15:00.0000000Z,499.96000000000004,7
2022-02-03T14:30:00.0000000Z,601.85,6
2022-02-03T14:45:00.0000000Z,466.36,7
2022-02-03T15:00:00.0000000Z,535.88,5
2022-02-03T15:15:00.0000000Z,581.94,5
2022-02-03T15:30:00.0000000Z,401.03000000000003,5
2022-02-03T15:45:00.0000000Z,488.82,5
2022-02-03T16:00:00.0000000Z,321.93,5
2022-02-03T16:15:00.0000000Z,205.54000000000002,4
2022-02-03T16:30:00.0000000Z,599.02,5
2022-02-03T16:45:00.0000000Z,485.4,5
2022-02-03T17:00:00.0000000Z,942.14,7
2022-02-03T17:15:00.0000000Z,630.29,6
2022-02-03T17:30:00.0000000Z,594.51,7
2022-02-03T17:45:00.0000000Z,743.94,7
2022-02-03T18:00:00.0000000Z,842.81,8
2022-02-03T18:15:00.0000000Z,808.4,8
2022-02-03T18:30:00.0000000Z,734.4,8
2022-02-03T18:45:00.0000000Z,911.53,8
2022-02-03T19:00:00.0000000Z,927.31,10
2022-02-03T19:15:00.0000000Z,708.26,10
2022-02-03T19:30:00.0000000Z,1382.04,10
2022-02-03T19:45:00.0000000Z,628.75,10
2022-02-03T20:00:00.0000000Z,184.94,1
2022-02-04T08:00:00.0000000Z,122.64,1
2022-02-04T08:15:00.0000000Z,333.86,2
2022-02-04T08:30:00.0000000Z,311.15,2
2022-02-04T08:45:00.0000000Z,5.03,1
2022-02-04T09:00:00.0000000Z,236.67,4
2022-02-04T09:15:00.0000000Z,585.13,4
2022-02-04T09:30:00.0000000Z,521.0999999999999,3
2022-02-04T09:45:00.0000000Z,307.97,4
2022-02-04T10:00:00.0000000Z,137.8,3
2022-02-04T10:15:00.0000000Z,162.4,4
2022-02-04T10:30:00.0000000Z,347.46,4
2022-02-04T10:45:00.0000000Z,218.01,3
2022-02-04T11:00:00.0000000Z,311.76,6
2022-02-04T11:15:00.0000000Z,425.26,5
2022-02-04T11:30:00.0000000Z,758.86,6
2022-02-04T11:45:00.0000000Z,620.0600000000001,5
2022-02-04T12:00:00.0000000Z,616.3,7
2022-02-04T12:15:00.0000000Z,531.52,7
2022-02-04T12:30:00.0000000Z,797.36,7
2022-02-04T12:45:00.0000000Z,970.6700000000001,8
2022-02-04T13:00:00.0000000Z,1057.18,9
2022-02-04T13:15:00.0000000Z,700.51,8
2022-02-04T13:30:00.0000000Z,955.13,9
2022-02-04T13:45:00.0000000Z,891.35,9
2022-02-04T14:00:00.0000000Z,511.66,8
2022-02-04T14:15:00.0000000Z,235.13,7
2022-02-04T14:30:00.0000000Z,650.63,7
2022-02-04T14:45:00.0000000Z,558.4699999999999,7
2022-02-04T15:00:00.0000000Z,504.53999999999996,6
2022-02-04T15:15:00.0000000Z,304.13,5
2022-02-04T15:30:00.0000000Z,293.82,6
2022-02-04T15:45:00.0000000Z,464.58,5
2022-02-04T16:00:00.0000000Z,697.21,6
2022-02-04T16:15:00.0000000Z,422.07000000000005,5
2022-02-04T16:30:00.0000000Z,427.70000000000005,5
2022-02-04T16:45:00.0000000Z,568.89,6
2022-02-04T17:00:00.0000000Z,801.94,7
2022-02-04T17:15:00.0000000Z,511.28,7
2022-02-04T17:30:00.0000000Z,530.59,7
2022-02-04T17:45:00.0000000Z,514.65,7
2022-02-04T18:00:00.0000000Z,901.8499999999999,9
2022-02-04T18:15:00.0000000Z,725.04,9
2022-02-04T18:30:00.0000000Z,1010.1800000000001,9
2022-02-04T18:45:00.0000000Z,830.24,9
2022-02-04T19:00:00.0000000Z,1119.3500000000001,11
2022-02-04T19:15:00.0000000Z,1266.07,11
2022-02-04T19:30:00.0000000Z,1267.78,11
2022-02-04T19:45:00.0000000Z,1480.94,11
2022-02-04T20:00:00.0000000Z,76.79,1
2022-02-05T08:00:00.0000000Z,27.26,1
2022-02-05T10:00:00.0000000Z,248.85999999999999,3
2022-02-05T10:15:00.0000000Z,475.48,4
2022-02-05T10:30:00.0000000Z,423.04999999999995,4
2022-02-05T10:45:00.0000000Z,417.09999999999997,4
2022-02-05T11:00:00.0000000Z,628.38,6
2022-02-05T11:15:00.0000000Z,649.92,6
2022-02-05T11:30:00.0000000Z,646.95,5
2022-02-05T11:45:00.0000000Z,619.66,6
2022-02-05T12:00:00.0000000Z,944.05,8
2022-02-05T12:15:00.0000000Z,367.52,8
2022-02-05T12:30:00.0000000Z,822.04,8
2022-02-05T12:45:00.0000000Z,474.73,7
2022-02-05T13:00:00.0000000Z,980.96,10
2022-02-05T13:15:00.0000000Z,1112.4099999999999,10
2022-02-05T13:30:00.0000000Z,1261.8300000000002,10
2022-02-05T13:45:00.0000000Z,826.58,10
2022-02-05T14:00:00.0000000Z,774.13,8
2022-02-05T14:15:00.0000000Z,660.51,7
2022-02-05T14:30:00.0000000Z,751.65,8
2022-02-05T14:45:00.0000000Z,554.1899999999999,8
2022-02-05T15:00:00.0000000Z,401.66999999999996,6
2022-02-05T15:15:00.0000000Z,819.89,6
2022-02-05T15:30:00.0000000Z,682.91,6
2022-02-05T15:45:00.0000000Z,524.24,5
2022-02-05T16:00:00.0000000Z,425.27000000000004,6
2022-02-05T16:15:00.0000000Z,715.21,6
2022-02-05T16:30:00.0000000Z,451.39,6
2022-02-05T16:45:00.0000000Z,899.9499999999999,6
2022-02-05T17:00:00.0000000Z,916.46,8
2022-02-05T17:15:00.0000000Z,637.35,7
2022-02-05T17:30:00.0000000Z,693.66,8
2022-02-05T17:45:00.0000000Z,343.24,8
2022-02-05T18:00:00.0000000Z,1206.3300000000002,9
2022-02-05T18:15:00.0000000Z,892.78,10
2022-02-05T18:30:00.0000000Z,951.41,10
2022-02-05T18:45:00.0000000Z,1049.71,10
2022-02-05T19:00:00.0000000Z,979.69,11
2022-02-05T19:15:00.0000000Z,857.6899999999999,12
2022-02-05T19:30:00.0000000Z,1158.83,12
2022-02-05T19:45:00.0000000Z,1230.66,11
2022-02-05T20:00:00.0000000Z,1413.69,12
2022-02-05T20:15:00.0000000Z,1129.32,12
2022-02-05T20:30:00.0000000Z,978.51,11
2022-02-05T20:45:00.0000000Z,1262.62,12
2022-02-05T21:00:00.0000000Z,1076.32,8
2022-02-05T21:15:00.0000000Z,826.74,8
2022-02-05T21:30:00.0000000Z,1042.2,8
2022-02-05T21:45:00.0000000Z,1025.55,7
2022-02-05T22:00:00.0000000Z,459.1,4
2022-02-05T22:15:00.0000000Z,471.39,4
2022-02-05T22:30:00.0000000Z,297.95,4
2022-02-05T22:45:00.0000000Z,296.55,4
2022-02-05T23:00:00.0000000Z,360.32,4
2022-02-05T23:15:00.0000000Z,327.16999999999996,4
2022-02-05T23:30:00.0000000Z,512.05,4
2022-02-05T23:45:00.0000000Z,446.49999999999994,4
2022-02-06T00:00:00.0000000Z,41.71,1
2022-02-06T10:00:00.0000000Z,29.439999999999998,2
2022-02-06T10:15:00.0000000Z,448.75,3
2022-02-06T10:30:00.0000000Z,422.19,4
2022-02-06T10:45:00.0000000Z,266.53999999999996,3
2022-02-06T11:00:00.0000000Z,85.94,3
2022-02-06T11:15:00.0000000Z,464.47,5
2022-02-06T11:30:00.0000000Z,706.61,5
2022-02-06T11:45:00.0000000Z,449.36,4
2022-02-06T12:00:00.0000000Z,717.63,6
2022-02-06T12:15:00.0000000Z,678.49,6
2022-02-06T12:30:00.0000000Z,607.94,6
2022-02-06T12:45:00.0000000Z,764.47,6
2022-02-06T13:00:00.0000000Z,897.04,7
2022-02-06T13:15:00.0000000Z,422.58,8
2022-02-06T13:30:00.0000000Z,706.5799999999999,7
2022-02-06T13:45:00.0000000Z,642.59,8
2022-02-06T14:00:00.0000000Z,671.6800000000001,6
2022-02-06T14:15:00.0000000Z,841.04,6
2022-02-06T14:30:00.0000000Z,1012.6,6
2022-02-06T14:45:00.0000000Z,646.62,6
2022-02-06T15:00:00.0000000Z,359.94,5
2022-02-06T15:15:00.0000000Z,582.3,4
2022-02-06T15:30:00.0000000Z,471.4,5
2022-02-06T15:45:00.0000000Z,390.48,4
2022-02-06T16:00:00.0000000Z,498.65000000000003,5
2022-02-06T16:15:00.0000000Z,321.67,4
2022-02-06T16:30:00.0000000Z,601.75,5
2022-02-06T16:45:00.0000000Z,418.03,4
2022-02-06T17:00:00.0000000Z,483.44,6
2022-02-06T17:15:00.0000000Z,802.69,6
2022-02-06T17:30:00.0000000Z,569.88,6
2022-02-06T17:45:00.0000000Z,474.37000000000006,6
2022-02-06T18:00:00.0000000Z,651.84,7
2022-02-06T18:15:00.0000000Z,784.94,8
2022-02-06T18:30:00.0000000Z,900.31,8
2022-02-06T18:45:00.0000000Z,833.28,7
2022-02-06T19:00:00.0000000Z,1129.08,9
2022-02-06T19:15:00.0000000Z,1069.33,9
2022-02-06T19:30:00.0000000Z,524.11,9
2022-02-06T19:45:00.0000000Z,765.9100000000001,9
2022-02-06T20:00:00.0000000Z,878.33,9
2022-02-06T20:15:00.0000000Z,1214.04,9
2022-02-06T20:30:00.0000000Z,1282.53,9
2022-02-06T20:45:00.0000000Z,904.46,9
2022-02-06T21:00:00.0000000Z,465.86,6
2022-02-06T21:15:00.0000000Z,700.25,6
2022-02-06T21:30:00.0000000Z,782.69,6
2022-02-06T21:45:00.0000000Z,981.75,6
2022-02-06T22:00:00.0000000Z,297.78999999999996,3
2022-02-06T22:15:00.0000000Z,130.57999999999998,3
2022-02-06T22:30:00.0000000Z,354.44,3
2022-02-06T22:45:00.0000000Z,467.98,3
2022-02-06T23:00:00.0000000Z,79.18,1
2022-02-07T10:00:00.0000000Z,124.87,2
2022-02-07T10:15:00.0000000Z,169.01000000000002,2
2022-02-07T10:30:00.0000000Z,197.20000000000002,3
2022-02-07T10:45:00.0000000Z,214.66,2
2022-02-07T11:00:00.0000000Z,397.09000000000003,4
2022-02-07T11:15:00.0000000Z,382.78,3
2022-02-07T11:30:00.0000000Z,280.61,4
2022-02-07T11:45:00.0000000Z,414.5,3
2022-02-07T12:00:00.0000000Z,396.11,5
2022-02-07T12:15:00.0000000Z,297.6,5
2022-02-07T12:30:00.0000000Z,204.6,5
2022-02-07T12:45:00.0000000Z,384.84000000000003,5
2022-02-07T13:00:00.0000000Z,449.89,5
